"","Class","Name","InChIKey","CID","CAS","model.response"
"119","arom","iso-eugenol","BJIOGJUNALELMI-ONEGZZNKSA-N","853433","97-54-1",-0.021
"120","arom","4-methylphenol","IWDCLRJOBJJRNH-UHFFFAOYSA-N","2879","106-44-5",-0.017
"122","arom","2-propylphenol","LCHYEKKJCUJAKN-UHFFFAOYSA-N","12570","644-35-9",-0.013
"124","arom","benzonitrile","JFDZBHWFFUWGJE-UHFFFAOYSA-N","7505","100-47-0",-0.021
"125","arom","methyl jasmonate","GEWDNTWNSAZUDX-SNAWJCMRSA-N","62388","39924-52-2",-0.014
"129","arom","2-ethylphenol","IXQGCWUGDFDQMF-UHFFFAOYSA-N","6997","90-00-6",-0.024
"135","alcohol","1-butanol","LRHPLDYGYMQRHN-UHFFFAOYSA-N","263","71-36-3",-0.014
"137","alcohol","1-hexanol","ZSIAUFGUXNUGDI-UHFFFAOYSA-N","8103","111-27-3",0.044
"141","alcohol","3-methyl-butanol","PHTQWCKDNZKARW-UHFFFAOYSA-N","31260","123-51-3",-0.017
"144","alcohol","1-octen-3-ol","VSMOENVRRABVKN-UHFFFAOYSA-N","18827","3391-86-4",-0.003
"146","alcohol","Z2-hexenol","ZCHHRLHTBGRGOT-PLNGDYQASA-N","5324489","928-94-9",0.144
"148","alcohol","Z3-hexenol","UFLHIIWVXFIJGU-ARJAWSKDSA-N","5281167","928-96-1",-0.018
"150","alcohol","2,3-butanediol","OWBTYPJTUOEWEK-UHFFFAOYSA-N","262","513-85-9",0.457
"152","alcohol","decanol","MWKFXSUHUHTGQN-UHFFFAOYSA-N","8174","112-30-1",-0.024
"153","alcohol","4-methylcyclohexanol","MQWCXKGKQLNYQG-UHFFFAOYSA-N","11524","589-91-3",-0.019
"155","alcohol","3-octanol","NMRPBPVERJPACX-UHFFFAOYSA-N","11527","589-98-0",-0.019
"157","alcohol","4-octanol","WOFPPJOZXUTRAU-UHFFFAOYSA-N","11515","589-62-8",0.064
"158","alcohol","2-heptanol","CETWDUZRCINIHU-UHFFFAOYSA-N","10976","543-49-7",-0.019
"159","alcohol","2-hexanol","QNVRIHYSUZMSGM-UHFFFAOYSA-N","12297","626-93-7",0.321
"161","alcohol","1-hexen-3-ol","BVOSSZSHBZQJOI-UHFFFAOYSA-N","20928","4798-44-1",-0.021
"164","ester","ethyl acetate","XEKOWRVHYACXOJ-UHFFFAOYSA-N","8857","141-78-6",0.125
"166","ester","butyl acetate","DKPFZGUDAPQIHT-UHFFFAOYSA-N","31272","123-86-4",-0.018
"167","ester","pentyl acetate","PGMYKACGEOXYJE-UHFFFAOYSA-N","12348","628-63-7",0.029
"168","ester","hexyl acetate","AOGQPLXWSUTHQB-UHFFFAOYSA-N","8908","142-92-7",-0.022
"170","ester","isopentyl acetate","MLFHJEHSLIIPHL-UHFFFAOYSA-N","31276","123-92-2",-0.014
"171","ester","E2-hexenyl acetate","HRHOWZHRCRZVCU-WAYWQWQTSA-N","2733294","2497-18-9",-0.018
"173","ester","ethyl butyrate","OBNCKNCVKJNDBV-UHFFFAOYSA-N","7762","105-54-4",0.135
"174","ester","hexyl butyrate","XAPCMTMQBXLDBB-UHFFFAOYSA-N","17525","2639-63-6",-0.022
"176","ester","ethyl propionate","FKRCODPIKNYEAC-UHFFFAOYSA-N","7749","105-37-3",0.148
"187","ester","octyl acetate","YLYBTZIQSIBWLI-UHFFFAOYSA-N","8164","112-14-1",-0.024
"189","ester","methyl propionate","RJUFJBKOKNCXHH-UHFFFAOYSA-N","11124","554-12-1",0.027
"192","N ring","indole","SIKJAQJRHWYJAI-UHFFFAOYSA-N","798","120-72-9",-0.014
"194","ester","2-methyl butyl acetate","XHIUFYZDQBSEMF-UHFFFAOYSA-N","12209","624-41-9",-0.017
"197","ester","ethyl (R)-(-)-3-hydroxybutanoate","OMSUIQOIVADKIM-RXMQYKEDSA-N","440030","24915-95-5",0.32
"198","ester","ethyl (S)-(+)-3-hydroxybutanoate","OMSUIQOIVADKIM-YFKPBYRVSA-N","6950306","56816-01-4",0.394
"199","ester","ethyl 2-methylbutanoate","HCRBXQFHJMCTLF-UHFFFAOYSA-N","24020","7452-79-1",-0.015
"201","ester","ethyl pentanoate","ICMAFTSLXCXHRK-UHFFFAOYSA-N","10882","539-82-2",0.046
"202","ester","methyl 3-hydroxy hexanoate","ACCRBMDJCPPJDX-UHFFFAOYSA-N","519845","21188-58-9",-0.02
"203","ester","ethyl 3-hydroxyhexanoate","LYRIITRHDCNUHV-UHFFFAOYSA-N","61293","2305-25-1",-0.024
"205","ester","isoamyl tiglate","ZARFDQHJMNVNLE-WEVVVXLNSA-N","5463682","41519-18-0",0.083
"206","ester","isopropyl butyrate","FFOPEPMHKILNIT-UHFFFAOYSA-N","61184","638-11-9",-0.024
"207","ester","methyl tiglate","YYJWBYNQJLBIGS-PLNGDYQASA-N","5323652","6622-76-0",0.273
"208","ester","ethyl 2-methyl-2e-butenoate","OAPHLAAOJMTMLY-GQCTYLIASA-N","5281163","5837-78-5",0.277
"209","ester","isopropyl tiglate","VUPBIVVRPJDWNW-FNORWQNLSA-N","5367745","1733-25-1",-0.003
"210","ester","ethyl isovalerate","PPXUHEORWJQRHJ-UHFFFAOYSA-N","7945","108-64-5",-0.023
"211","ester","heptyl acetate","ZCZSIDMEHXZRLG-UHFFFAOYSA-N","8159","112-06-1",-0.02
"212","ester","Z3-hexenyl acetate","NPFVOOAXDOBMCE-PLNGDYQASA-N","5363388","3681-71-8",-0.019
"213","ester","hexyl methanoate","OUGPMNMLWKSBRI-UHFFFAOYSA-N","61177","629-33-4",-0.021
"215","ester","butyl propanoate","BTMVHUNTONAYDX-UHFFFAOYSA-N","11529","590-01-2",0.035
"217","O ring","beta-butyrolactone","GSCLMSFRWBPUSK-UHFFFAOYSA-N","18303","3068-88-0",0.203
"218","O ring","gamma-valerolactone","GAEKPEKOJKCEMS-UHFFFAOYSA-N","7921","108-29-2",0.237
"220","O ring","gamma-propyl-gamma-butyrolactone","VLSVVMPLPMNWBH-UHFFFAOYSA-N","7742","105-21-5",-0.021
"221","other","oil","solvent","solvent","solvent",0.003
"222","other","heptane","IMNFDUFMRHMDMM-UHFFFAOYSA-N","8900","142-82-5",-0.014
"223","other","octane","TVMXDCGIABBOFY-UHFFFAOYSA-N","356","111-65-9",-0.022
"224","other","nonane","BKIMMITUMNQMOS-UHFFFAOYSA-N","8141","111-84-2",-0.019
"225","other","carbon dioxide","CURLTUGMZLYLDI-UHFFFAOYSA-N","280","124-38-9",0.02
"226","N ring","2-isobutyl-3-methoxypyrazine","UXFSPRAGHGMRSQ-UHFFFAOYSA-N","32594","24683-00-9",-0.014
"227","N ring","pyrrolidine","RWRDLPDLKQPQOW-UHFFFAOYSA-N","31268","123-75-1",-0.014
"228","other","11-cis vaccenyl acetate","QSZKEDWVAOAFQY-HJWRWDBZSA-N","5363286","6186-98-7",-0.014
"284",NA,"butylamine","HQABUPZFAYXKJW-UHFFFAOYSA-N","8007","109-73-9",0.076
"289",NA,"phenylacetone","QCCDLTOVEPVEJK-UHFFFAOYSA-N","7678","103-79-7",-0.03
"303","ester","prop-2-enyl acetate","FWZUNOYOVVKUNF-UHFFFAOYSA-N","11584","591-87-7",0.092
"304","alcohol","(2R)-hexan-2-ol","QNVRIHYSUZMSGM-ZCFIWIBFSA-N","6993810","26549-24-6",0.376
"305","alcohol","hexa-2,4-dien-1-ol","MEIRRNXMZYDVDW-MQQKCMAXSA-N","8104","111-28-4",0.076
"306","ester","ethyl 3-methylsulfanylpropanoate","YSNWHRKJEKWJNY-UHFFFAOYSA-N","61592","13327-56-5",0.162
"307","alcohol","(2S)-heptan-2-ol","CETWDUZRCINIHU-ZETCQYMHSA-N","2724897","6033-23-4",0.18
"308","ester","ethyl 4-oxopentanoate","GMEONFUTDYJSNV-UHFFFAOYSA-N","10883","539-88-8",0.21
"309","ester","ethyl prop-2-enoate","JIGUQPWFLRLWPJ-UHFFFAOYSA-N","8821","140-88-5",0.101
"310","ester","methyl 2-methylpropanoate","BHIWKHZACMWKOJ-UHFFFAOYSA-N","11039","547-63-7",0.076
"311","ester","diethyl oxalate","WYACBZDAHNBPPB-UHFFFAOYSA-N","7268","95-92-1",0.109
"312",NA,"chlorine","ZKQDCIXGCQPQNV-UHFFFAOYSA-N","24341","7778-54-3",-0.019
"313",NA,"methyldiethanolamine","CRVGTESFCCXCTH-UHFFFAOYSA-N","7767","105-59-9",-0.017
"314",NA,"ethyldiethanolamine","AKNUHUCEWALCOI-UHFFFAOYSA-O","6950113","139-87-7",-0.03
"315",NA,"diethyl phosphite","OSPSWZSRKYCQPF-UHFFFAOYSA-N","6327349","1809-19-4",-0.028
"316",NA,"triethyl phosphite","BDZBKCUKTQZUTL-UHFFFAOYSA-N","31215","122-52-1",0.071
"317",NA,"2,3-dimethyl-2,3-dinitrobutane","DWCLXOREGBLXTD-UHFFFAOYSA-N","77577","3964-18-9",-0.026
"318",NA,"2-ethyl-1-hexanol","YIWUKEYIRIRTPP-UHFFFAOYSA-N","7720","104-76-7",-0.03
"319",NA,"hexamine","VKYKSIONXSXAKP-UHFFFAOYSA-N","4101","100-97-0",-0.034
"320",NA,"hydrogen peroxide","MHAJPDPJQMAIIY-UHFFFAOYSA-N","784","7722-84-1",-0.024
"321",NA,"nitric acid","GRYLNZFGIOXLOG-UHFFFAOYSA-N","944","7697-37-2",-0.025
"322",NA,"nitromethane","LYGJENNIWJXYER-UHFFFAOYSA-N","6375","75-52-5",-0.029
"323",NA,"acetic anhydride","WFDIJRYMOXRFFG-UHFFFAOYSA-N","7918","108-24-7",-0.028
"324",NA,"formamide","ZHNUHDYFZUAESO-UHFFFAOYSA-N","713","75-12-7",-0.027
"325",NA,"1-phenyl-2-nitropropene","WGSVFWFSJDAYBM-BQYQJAHWSA-N","1549520","705-60-2",-0.028
"326",NA,"safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","5144","94-59-7",-0.033
"327",NA,"diazinon","FHIVAFMUCKRCQO-UHFFFAOYSA-N","3017","333-41-5",-0.024
"328",NA,"endosulfan","RDYMFSUJUZBWLH-UHFFFAOYSA-N","3224","115-29-7",-0.028
"329",NA,"potassium perchlorate","YLMGFJXSLBMXHK-UHFFFAOYSA-M","24247","7778-74-7",-0.023
"330",NA,"sodium perchlorate","BAZAXWOYCMUHIX-UHFFFAOYSA-M","24247","7601-89-0",-0.023
"331",NA,"sulfur","RWSOTUBLDIXVET-UHFFFAOYSA-N","402","7704-34-9",-0.025
"332",NA,"cyclotrimethylenetrinitramine","XTFIVUDBNACUBN-UHFFFAOYSA-N","8490","121-82-4",-0.026
"333",NA,"hexamethylene triperoxide-diamine","HMWPNDNFTFSCEB-UHFFFAOYSA-N","61101","283-66-9",-0.026
"334",NA,"nitroglycerin","SNIOPGDIGTZGOP-UHFFFAOYSA-N","4510","55-63-0",-0.028
"335",NA,"pentaerythritol tetranitrate","TZRXHJWUDPFEEY-UHFFFAOYSA-N","6518","78-11-5",-0.028
"336",NA,"triacetone triperoxide","ZTLXICJMNFREPA-UHFFFAOYSA-N","4380970","17088-37-8",-0.021
"337",NA,"2,4,6-trinitrotoluene","SPSSULHKWOKEEL-UHFFFAOYSA-N","8376","118-96-7",-0.024
