"","Class","Name","InChIKey","CID","CAS","model.response"
"42","terpene","(-)-trans-caryophyllene","NPNUFJAVOOONJE-GFUGXAQUSA-N","5281515","87-44-5",0.019
"43","terpene","p-cymene","HFPZCAJZSCWRBC-UHFFFAOYSA-N","7463","99-87-6",-0.013
"44","terpene","geranyl acetate","HIGQPQRQIQDZMP-DHZHZOJOSA-N","1549026","105-87-3",0.038
"45","terpene","alpha-terpineol","WUOACPNHFRMFPN-SECBINFHSA-N","443162","10482-56-1",-0.021
"46","terpene","geraniol","GLZPCOQZEFWAFX-JXMROGBWSA-N","637566","106-24-1",-0.01
"47","terpene","nerol","GLZPCOQZEFWAFX-YFHOEESVSA-N","643820","106-25-2",-0.021
"48","terpene","linalool","CDOSHBSSFJOMGT-UHFFFAOYSA-N","6549","78-70-6",-0.014
"49","terpene","beta-citronellol","QMVPMAAFGQKVCJ-SNVBAGLBSA-N","8842","106-22-9",-0.01
"50","terpene","linalool oxide","BRHDDEIRQPDPMG-UHFFFAOYSA-N","22310","60047-17-8",0.034
"54","terpene","1,4-cineol","RFFOTVCVTJUTAD-UHFFFAOYSA-N","10106","470-67-7",0.013
"58","terpene","(R)-(+)-limonene","XMGQYMWWDOXHJM-JTQLQIEISA-N","440917","5989-27-5",0.022
"69","aldehyde","acetaldehyde","IKHGUXGNUITLKF-UHFFFAOYSA-N","177","75-07-0",0.045
"70","aldehyde","propanal","NBBJYMSMWIIQGU-UHFFFAOYSA-N","527","123-38-6",0.05
"71","aldehyde","butanal","ZTQSAGDEMFDKMZ-UHFFFAOYSA-N","261","123-72-8",0.01
"72","aldehyde","pentanal","HGBOYTHUEUWSSQ-UHFFFAOYSA-N","8063","110-62-3",0.016
"73","aldehyde","hexanal","JARKCYVAAOWBJS-UHFFFAOYSA-N","6184","66-25-1",0.031
"74","aldehyde","E2-hexenal","MBDOYVRWFFCFHM-SNAWJCMRSA-N","5281168","6728-26-3",0.016
"75","O ring","furfural","HYBBIBNJHNGZAN-UHFFFAOYSA-N","7362","98-01-1",0.105
"76","aldehyde","2-propenal","HGINCPLSRVDWNT-UHFFFAOYSA-N","7847","107-02-8",0.036
"80","aldehyde","E2-octenal","LVBXEMGDVWVTGY-VOTSOKGWSA-N","5283324","2548-87-0",0.018
"81","aldehyde","nonanal","GYHFUZHODSMOHU-UHFFFAOYSA-N","31289","124-19-6",0.009
"83","ketone","acetone","CSCPPACGZOOCGX-UHFFFAOYSA-N","180","67-64-1",0.287
"84","ketone","2-butanone","ZWEHNKRNPOVVGH-UHFFFAOYSA-N","6569","78-93-3",0.419
"85","ketone","2-pentanone","XNLICIUVMPYHGG-UHFFFAOYSA-N","7895","107-87-9",0.127
"86","ketone","2-heptanone","CATSNJVOTSVZJV-UHFFFAOYSA-N","8051","110-43-0",0.044
"87","ketone","6-methyl-5-hepten-2-one","UHEPJGULSIKKTP-UHFFFAOYSA-N","9862","110-93-0",0.01
"88","ketone","2,3-butanedione","QSJXEFYPDANLFS-UHFFFAOYSA-N","650","431-03-8",0.318
"93","ketone","cyclohexanone","JHIVVAPYMSGYDF-UHFFFAOYSA-N","7967","108-94-1",-0.008
"97","arom","phenethyl alcohol","WRMNZCZEMHIOCP-UHFFFAOYSA-N","6054","60-12-8",-0.008
"98","arom","benzyl alcohol","WVDDGKGOMKODPV-UHFFFAOYSA-N","244","100-51-6",0.024
"99","arom","methyl salicylate","OSWPMRLSEDHDFF-UHFFFAOYSA-N","4133","119-36-8",-0.002
"100","arom","methyl benzoate","QPJVMBTYPHYUOC-UHFFFAOYSA-N","7150","93-58-3",-0.015
"101","arom","ethyl benzoate","MTZQAGJQAFMTAQ-UHFFFAOYSA-N","7165","93-89-0",-0.018
"102","arom","phenethyl acetate","MDHYEMXUFSJLGV-UHFFFAOYSA-N","7654","103-45-7",0.07
"103","arom","benzaldehyde","HUMNYLRZRPPJDN-UHFFFAOYSA-N","240","100-52-7",0.004
"104","arom","phenylacetaldehyde","DTUQWGWMVIHBKE-UHFFFAOYSA-N","998","122-78-1",0.004
"105","arom","acetophenone","KWOLFJPFCHCOCG-UHFFFAOYSA-N","7410","98-86-2",-0.004
"106","arom","ethyl cinnamate","KBEBGUQPQBELIU-CMDGGOBGSA-N","637758","103-36-6",-0.015
"107","arom","2-methylphenol","QWVGKYWNOKOFNN-UHFFFAOYSA-N","335","95-48-7",0
"108","arom","4-ethylguaiacol","CHWNEIVBYREQRF-UHFFFAOYSA-N","62465","2785-89-9",0.001
"109","arom","eugenol","RRAFCDWBNXTKKO-UHFFFAOYSA-N","3314","97-53-0",0.041
"114","arom","4-isopropylbenzaldehyde","WTWBUQJHJGUZCY-UHFFFAOYSA-N","326","122-03-2",0.022
"116","arom","4-allyl-1,2-dimethoxybenzene","ZYEMGPIYFIJGTP-UHFFFAOYSA-N","7127","93-15-2",0.027
"120","arom","4-methylphenol","IWDCLRJOBJJRNH-UHFFFAOYSA-N","2879","106-44-5",0.014
"132","alcohol","methanol","OKKJLVBELUTLKV-UHFFFAOYSA-N","887","67-56-1",0.034
"133","alcohol","ethanol","LFQSCWFLJHTTHZ-UHFFFAOYSA-N","702","64-17-5",0.021
"134","alcohol","1-propanol","BDERNNFJNOPAEC-UHFFFAOYSA-N","1031","71-23-8",0.019
"135","alcohol","1-butanol","LRHPLDYGYMQRHN-UHFFFAOYSA-N","263","71-36-3",0.084
"136","alcohol","1-pentanol","AMQJEAYHLZJPGS-UHFFFAOYSA-N","6276","71-41-0",0.116
"137","alcohol","1-hexanol","ZSIAUFGUXNUGDI-UHFFFAOYSA-N","8103","111-27-3",0.046
"138","alcohol","1-octanol","KBPLFHHGFOOTCA-UHFFFAOYSA-N","957","111-87-5",-0.02
"140","alcohol","2-pentanol","JYVLIDXNZAXMDK-UHFFFAOYSA-N","22386","6032-29-7",0.081
"141","alcohol","3-methyl-butanol","PHTQWCKDNZKARW-UHFFFAOYSA-N","31260","123-51-3",0.043
"142","alcohol","3-methyl-2-buten-1-ol","ASUAYTHWZCLXAN-UHFFFAOYSA-N","11173","556-82-1",0.053
"143","alcohol","1-penten-3-ol","VHVMXWZXFBOANQ-UHFFFAOYSA-N","12020","616-25-1",0.081
"144","alcohol","1-octen-3-ol","VSMOENVRRABVKN-UHFFFAOYSA-N","18827","3391-86-4",0.01
"145","alcohol","E2-hexenol","ZCHHRLHTBGRGOT-SNAWJCMRSA-N","5318042","928-95-0",0.03
"146","alcohol","Z2-hexenol","ZCHHRLHTBGRGOT-PLNGDYQASA-N","5324489","928-94-9",0.05
"147","alcohol","E3-hexenol","UFLHIIWVXFIJGU-ONEGZZNKSA-N","5284503","928-97-2",0.066
"148","alcohol","Z3-hexenol","UFLHIIWVXFIJGU-ARJAWSKDSA-N","5281167","928-96-1",0.088
"149","alcohol","glycerol","PEDCQBHIVMGVHV-UHFFFAOYSA-N","753","56-81-5",-0.017
"150","alcohol","2,3-butanediol","OWBTYPJTUOEWEK-UHFFFAOYSA-N","262","513-85-9",0.013
"153","alcohol","4-methylcyclohexanol","MQWCXKGKQLNYQG-UHFFFAOYSA-N","11524","589-91-3",0.031
"155","alcohol","3-octanol","NMRPBPVERJPACX-UHFFFAOYSA-N","11527","589-98-0",0.022
"163","ester","methyl acetate","KXKVLQRXCPHEJC-UHFFFAOYSA-N","6584","79-20-9",0.736
"164","ester","ethyl acetate","XEKOWRVHYACXOJ-UHFFFAOYSA-N","8857","141-78-6",0.581
"165","ester","propyl acetate","YKYONYBAUNKHLG-UHFFFAOYSA-N","7997","109-60-4",0.141
"166","ester","butyl acetate","DKPFZGUDAPQIHT-UHFFFAOYSA-N","31272","123-86-4",0.101
"167","ester","pentyl acetate","PGMYKACGEOXYJE-UHFFFAOYSA-N","12348","628-63-7",0.105
"168","ester","hexyl acetate","AOGQPLXWSUTHQB-UHFFFAOYSA-N","8908","142-92-7",0.081
"169","ester","isobutyl acetate","GJRQTCIYDGXPES-UHFFFAOYSA-N","8038","110-19-0",0.092
"170","ester","isopentyl acetate","MLFHJEHSLIIPHL-UHFFFAOYSA-N","31276","123-92-2",0.078
"171","ester","E2-hexenyl acetate","HRHOWZHRCRZVCU-WAYWQWQTSA-N","2733294","2497-18-9",0.082
"172","ester","methyl butyrate","UUIQMZJEGPQKFD-UHFFFAOYSA-N","12180","623-42-7",0.334
"173","ester","ethyl butyrate","OBNCKNCVKJNDBV-UHFFFAOYSA-N","7762","105-54-4",0.096
"174","ester","hexyl butyrate","XAPCMTMQBXLDBB-UHFFFAOYSA-N","17525","2639-63-6",-0.008
"175","ester","ethyl 3-hydroxybutyrate","OMSUIQOIVADKIM-UHFFFAOYSA-N","62572","5405-41-4",0.072
"176","ester","ethyl propionate","FKRCODPIKNYEAC-UHFFFAOYSA-N","7749","105-37-3",0.24
"177","ester","ethyl methanoate","WBJINCZRORDGAQ-UHFFFAOYSA-N","8025","109-94-4",0.055
"178","ester","methyl hexanoate","NUKZAGXMHTUAFE-UHFFFAOYSA-N","7824","106-70-7",-0.008
"179","ester","ethyl hexanoate","SHZIWNPUGXLXDT-UHFFFAOYSA-N","31265","123-66-0",-0.021
"180","ester","hexyl hexanoate","NCDCLPBOMHPFCV-UHFFFAOYSA-N","22873","6378-65-0",0.004
"181","ester","methyl octanoate","JGHZJRVDZXSNKQ-UHFFFAOYSA-N","8091","111-11-5",-0.021
"182","ester","ethyl octanoate","YYZUSRORWSJGET-UHFFFAOYSA-N","7799","106-32-1",-0.015
"183","ester","ethyl decanoate","RGXWDWUGBIJHDO-UHFFFAOYSA-N","8048","110-38-3",-0.006
"184","ester","ethyl trans-2-butenoate","ZFDIRQKJPRINOQ-HWKANZROSA-N","429065","623-70-1",-0.02
"185","ester","ethyl lactate","LZCLXQDLBQLTDK-UHFFFAOYSA-N","92831","97-64-3",0.323
"186","ester","diethyl succinate","DKMROQRQHGEIOW-UHFFFAOYSA-N","31249","123-25-1",-0.021
"189","ester","methyl propionate","RJUFJBKOKNCXHH-UHFFFAOYSA-N","11124","554-12-1",0.159
"192","N ring","indole","SIKJAQJRHWYJAI-UHFFFAOYSA-N","798","120-72-9",0.031
"199","ester","ethyl 2-methylbutanoate","HCRBXQFHJMCTLF-UHFFFAOYSA-N","24020","7452-79-1",0.079
"201","ester","ethyl pentanoate","ICMAFTSLXCXHRK-UHFFFAOYSA-N","10882","539-82-2",0.061
"215","ester","butyl propanoate","BTMVHUNTONAYDX-UHFFFAOYSA-N","11529","590-01-2",0.049
"218","O ring","gamma-valerolactone","GAEKPEKOJKCEMS-UHFFFAOYSA-N","7921","108-29-2",0.022
"221","other","oil","solvent","solvent","solvent",0.009
"225","other","carbon dioxide","CURLTUGMZLYLDI-UHFFFAOYSA-N","280","124-38-9",0.022
"226","N ring","2-isobutyl-3-methoxypyrazine","UXFSPRAGHGMRSQ-UHFFFAOYSA-N","32594","24683-00-9",0.013
"227","N ring","pyrrolidine","RWRDLPDLKQPQOW-UHFFFAOYSA-N","31268","123-75-1",0.009
"284",NA,"butylamine","HQABUPZFAYXKJW-UHFFFAOYSA-N","8007","109-73-9",0.002
"289",NA,"phenylacetone","QCCDLTOVEPVEJK-UHFFFAOYSA-N","7678","103-79-7",0.122
"303","ester","prop-2-enyl acetate","FWZUNOYOVVKUNF-UHFFFAOYSA-N","11584","591-87-7",0.14
"304","alcohol","(2R)-hexan-2-ol","QNVRIHYSUZMSGM-ZCFIWIBFSA-N","6993810","26549-24-6",0.083
"305","alcohol","hexa-2,4-dien-1-ol","MEIRRNXMZYDVDW-MQQKCMAXSA-N","8104","111-28-4",0.01
"306","ester","ethyl 3-methylsulfanylpropanoate","YSNWHRKJEKWJNY-UHFFFAOYSA-N","61592","13327-56-5",0.06
"307","alcohol","(2S)-heptan-2-ol","CETWDUZRCINIHU-ZETCQYMHSA-N","2724897","6033-23-4",0.054
"308","ester","ethyl 4-oxopentanoate","GMEONFUTDYJSNV-UHFFFAOYSA-N","10883","539-88-8",0.049
"309","ester","ethyl prop-2-enoate","JIGUQPWFLRLWPJ-UHFFFAOYSA-N","8821","140-88-5",0.095
"310","ester","methyl 2-methylpropanoate","BHIWKHZACMWKOJ-UHFFFAOYSA-N","11039","547-63-7",0.482
"311","ester","diethyl oxalate","WYACBZDAHNBPPB-UHFFFAOYSA-N","7268","95-92-1",0.066
"312",NA,"chlorine","ZKQDCIXGCQPQNV-UHFFFAOYSA-N","24341","7778-54-3",-0.022
"313",NA,"methyldiethanolamine","CRVGTESFCCXCTH-UHFFFAOYSA-N","7767","105-59-9",-0.021
"314",NA,"ethyldiethanolamine","AKNUHUCEWALCOI-UHFFFAOYSA-O","6950113","139-87-7",-0.021
"315",NA,"diethyl phosphite","OSPSWZSRKYCQPF-UHFFFAOYSA-N","6327349","1809-19-4",-0.016
"316",NA,"triethyl phosphite","BDZBKCUKTQZUTL-UHFFFAOYSA-N","31215","122-52-1",-0.022
"317",NA,"2,3-dimethyl-2,3-dinitrobutane","DWCLXOREGBLXTD-UHFFFAOYSA-N","77577","3964-18-9",-0.013
"318",NA,"2-ethyl-1-hexanol","YIWUKEYIRIRTPP-UHFFFAOYSA-N","7720","104-76-7",-0.022
"319",NA,"hexamine","VKYKSIONXSXAKP-UHFFFAOYSA-N","4101","100-97-0",-0.021
"320",NA,"hydrogen peroxide","MHAJPDPJQMAIIY-UHFFFAOYSA-N","784","7722-84-1",-0.02
"321",NA,"nitric acid","GRYLNZFGIOXLOG-UHFFFAOYSA-N","944","7697-37-2",-0.019
"322",NA,"nitromethane","LYGJENNIWJXYER-UHFFFAOYSA-N","6375","75-52-5",0.045
"323",NA,"acetic anhydride","WFDIJRYMOXRFFG-UHFFFAOYSA-N","7918","108-24-7",-0.019
"324",NA,"formamide","ZHNUHDYFZUAESO-UHFFFAOYSA-N","713","75-12-7",-0.02
"325",NA,"1-phenyl-2-nitropropene","WGSVFWFSJDAYBM-BQYQJAHWSA-N","1549520","705-60-2",-0.021
"326",NA,"safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","5144","94-59-7",-0.019
"327",NA,"diazinon","FHIVAFMUCKRCQO-UHFFFAOYSA-N","3017","333-41-5",-0.021
"328",NA,"endosulfan","RDYMFSUJUZBWLH-UHFFFAOYSA-N","3224","115-29-7",-0.024
"329",NA,"potassium perchlorate","YLMGFJXSLBMXHK-UHFFFAOYSA-M","24247","7778-74-7",-0.021
"330",NA,"sodium perchlorate","BAZAXWOYCMUHIX-UHFFFAOYSA-M","24247","7601-89-0",-0.002
"331",NA,"sulfur","RWSOTUBLDIXVET-UHFFFAOYSA-N","402","7704-34-9",-0.023
"332",NA,"cyclotrimethylenetrinitramine","XTFIVUDBNACUBN-UHFFFAOYSA-N","8490","121-82-4",-0.024
"333",NA,"hexamethylene triperoxide-diamine","HMWPNDNFTFSCEB-UHFFFAOYSA-N","61101","283-66-9",-0.022
"334",NA,"nitroglycerin","SNIOPGDIGTZGOP-UHFFFAOYSA-N","4510","55-63-0",-0.019
"335",NA,"pentaerythritol tetranitrate","TZRXHJWUDPFEEY-UHFFFAOYSA-N","6518","78-11-5",-0.016
"336",NA,"triacetone triperoxide","ZTLXICJMNFREPA-UHFFFAOYSA-N","4380970","17088-37-8",-0.019
"337",NA,"2,4,6-trinitrotoluene","SPSSULHKWOKEEL-UHFFFAOYSA-N","8376","118-96-7",-0.016
